iter,score_cpxR,score_soxR
998,-4857.0,-19271.0
999,-3938.0,-17481.0
1000,-4937.0,-11644.0
1001,-3215.0,-13945.0
1002,-4538.0,-14463.0
1003,-6644.0,-18333.0
1004,-5058.0,-11696.0
1005,-4881.0,-22309.0
1006,-5140.0,-15127.0
1007,-3457.0,-15687.0
1008,-3744.0,-18845.0
1009,-4048.0,-20151.0
1010,-4760.0,-18769.0
1011,-4491.0,-18839.0
1012,-5750.0,-15632.0
1013,-2367.0,-15122.0
1014,-4309.0,-15315.0
1015,-5080.0,-15540.0
1016,-5463.0,-19169.0
1017,-3586.0,-19737.0
1018,-7081.0,-16923.0
1019,-4204.0,-20384.0
1020,-2425.0,-14879.0
1021,-4109.0,-17465.0
1022,-5352.0,-20262.0
1023,-4544.0,-18938.0
1024,-4413.0,-17865.0
1025,-4876.0,-17022.0
1026,-5060.0,-17482.0
1027,-6582.0,-15301.0
1028,-2395.0,-18301.0
1029,-5222.0,-22475.0
1030,-4715.0,-15698.0
1031,-5503.0,-17019.0
1032,-2096.0,-19854.0
1033,-2752.0,-19703.0
1034,-6117.0,-14183.0
1035,-3276.0,-22094.0
1036,-4593.0,-14129.0
1037,-4331.0,-18879.0
1038,-6674.0,-13835.0
1039,-4761.0,-14400.0
1040,-4325.0,-19778.0
1041,-2780.0,-14781.0
1042,-5061.0,-21306.0
1043,-4627.0,-17647.0
1044,-3353.0,-12291.0
1045,-4991.0,-18813.0
1046,-3067.0,-17971.0
1047,-5337.0,-18796.0
1048,-5913.0,-11329.0
1049,-5560.0,-16439.0
1050,-4392.0,-14010.0
1051,-5191.0,-16509.0
1052,-3376.0,-19090.0
1053,-4399.0,-18762.0
1054,-3505.0,-17996.0
1055,-5862.0,-16546.0
1056,-5092.0,-14737.0
1057,-6665.0,-20908.0
1058,-6521.0,-13677.0
1059,-5733.0,-14380.0
1060,-2582.0,-18360.0
1061,-5184.0,-15269.0
1062,-5655.0,-14397.0
1063,-5966.0,-16665.0
1064,-5402.0,-18622.0
1065,-771.0,-19308.0
1066,-5544.0,-14755.0
1067,-4887.0,-14891.0
1068,-3150.0,-15306.0
1069,-3420.0,-18499.0
1070,-5689.0,-17690.0
1071,-4053.0,-17987.0
1072,-4929.0,-16257.0
1073,-6124.0,-17698.0
1074,-5438.0,-14330.0
1075,-6467.0,-22279.0
1076,-3609.0,-14741.0
1077,-6743.0,-15421.0
1078,-760.0,-16432.0
1079,-5712.0,-16086.0
1080,-4437.0,-20804.0
1081,-6459.0,-18661.0
1082,-4715.0,-15955.0
1083,-4620.0,-15589.0
1084,-3392.0,-16323.0
1085,-5451.0,-18862.0
1086,-6521.0,-14772.0
1087,-3969.0,-17768.0
1088,-4378.0,-14639.0
1089,-3754.0,-14112.0
1090,-3191.0,-16531.0
1091,-2881.0,-16952.0
1092,-3053.0,-16605.0
1093,-5253.0,-15316.0
1094,-5684.0,-13126.0
1095,-4473.0,-14705.0
1096,-4496.0,-19784.0
1097,-4827.0,-17381.0
1098,-3686.0,-18391.0
1099,-4356.0,-17469.0
1100,-5523.0,-10785.0
1101,-4898.0,-22217.0
1102,-6565.0,-16291.0
1103,-3678.0,-14786.0
1104,-4497.0,-12966.0
1105,-5932.0,-14989.0
1106,-4135.0,-18194.0
1107,-5210.0,-20061.0
1108,-3977.0,-15538.0
1109,-2800.0,-16926.0
1110,-4308.0,-14697.0
1111,-5735.0,-17936.0
1112,-4430.0,-21144.0
1113,-5895.0,-20245.0
1114,-3837.0,-11001.0
1115,-5577.0,-21227.0
1116,-4156.0,-21235.0
1117,-4725.0,-19730.0
1118,-5491.0,-16797.0
1119,-3864.0,-16678.0
1120,-5816.0,-16702.0
1121,-4878.0,-17845.0
1122,-6443.0,-16064.0
1123,-4340.0,-15886.0
1124,-4995.0,-13031.0
1125,-5713.0,-16126.0
1126,-6125.0,-20377.0
1127,-4500.0,-16573.0
1128,-5190.0,-13225.0
1129,-2557.0,-16134.0
1130,-5188.0,-16225.0
1131,-4723.0,-12985.0
1132,-5218.0,-16901.0
1133,-4510.0,-18952.0
1134,-4650.0,-17817.0
1135,-3669.0,-12924.0
1136,-7795.0,-16715.0
1137,-2761.0,-15732.0
1138,-4578.0,-22582.0
1139,-3943.0,-19756.0
1140,-5958.0,-19771.0
1141,-3812.0,-14712.0
1142,-4358.0,-15338.0
1143,-3456.0,-12166.0
1144,-4997.0,-17744.0
1145,-3541.0,-12521.0
1146,-3742.0,-14644.0
1147,-4626.0,-17391.0
1148,-4236.0,-12924.0
1149,-5704.0,-11885.0
1150,-7249.0,-18805.0
1151,-5139.0,-20510.0
1152,-3742.0,-14034.0
1153,-3927.0,-21193.0
1154,-5498.0,-16208.0
1155,-5644.0,-18587.0
1156,-3101.0,-22533.0
1157,-4833.0,-19253.0
1158,-4603.0,-14241.0
1159,-5693.0,-17664.0
1160,-6027.0,-15794.0
1161,-2969.0,-14254.0
1162,-2358.0,-17365.0
1163,-4682.0,-13144.0
1164,-3782.0,-19746.0
1165,-3958.0,-10715.0
1166,-3511.0,-15480.0
1167,-2766.0,-13904.0
1168,-5499.0,-16225.0
1169,-4155.0,-19001.0
1170,-4582.0,-18612.0
1171,-5781.0,-13257.0
1172,-5497.0,-17521.0
1173,-5391.0,-12343.0
1174,-2761.0,-12678.0
1175,-3071.0,-16994.0
1176,-2979.0,-12899.0
1177,-6483.0,-19036.0
1178,-4996.0,-16505.0
1179,-3499.0,-19005.0
1180,-5498.0,-18683.0
1181,-2019.0,-15438.0
1182,-4572.0,-16738.0
1183,-7084.0,-15979.0
1184,-3790.0,-19102.0
1185,-6057.0,-19037.0
1186,-5881.0,-20360.0
1187,-5265.0,-17581.0
1188,-6366.0,-15705.0
1189,-4310.0,-17836.0
1190,-6145.0,-19914.0
1191,-2494.0,-19040.0
1192,-5297.0,-12985.0
1193,-6696.0,-16220.0
1194,-4021.0,-16879.0
1195,-6298.0,-15663.0
1196,-1756.0,-20063.0
1197,-5659.0,-15273.0
1198,-3107.0,-19193.0
1199,-4875.0,-16374.0
1200,-3568.0,-21028.0
1201,-5161.0,-15747.0
1202,-4722.0,-17357.0
1203,-5596.0,-19096.0
1204,-4939.0,-10971.0
1205,-4605.0,-14249.0
1206,-4263.0,-15357.0
1207,-2515.0,-18755.0
1208,-5923.0,-19305.0
1209,-3713.0,-19122.0
1210,-4645.0,-15007.0
1211,-4957.0,-18962.0
1212,-6242.0,-17843.0
1213,-5805.0,-12052.0
1214,-5304.0,-17914.0
1215,-2792.0,-14166.0
1216,-3434.0,-19161.0
1217,-6369.0,-18989.0
1218,-5543.0,-15678.0
1219,-4318.0,-10926.0
1220,-4463.0,-13039.0
1221,-4377.0,-12546.0
1222,-1356.0,-15886.0
1223,-5477.0,-12821.0
1224,-3305.0,-16215.0
1225,-4192.0,-18407.0
1226,-5948.0,-18977.0
1227,-3919.0,-14664.0
1228,-5724.0,-15632.0
1229,-3840.0,-20544.0
1230,-4742.0,-18821.0
1231,-4588.0,-17654.0
1232,-3095.0,-13215.0
1233,-1607.0,-13650.0
1234,-4709.0,-12749.0
1235,-3061.0,-18210.0
1236,-5479.0,-17913.0
1237,-1645.0,-15562.0
1238,-6084.0,-17928.0
1239,-2595.0,-17970.0
1240,-3192.0,-20044.0
1241,-4614.0,-17800.0
1242,-5268.0,-15322.0
1243,-3452.0,-14809.0
1244,-5730.0,-13995.0
1245,-1563.0,-18646.0
1246,-5090.0,-13207.0
1247,-6674.0,-11710.0
1248,-4292.0,-17889.0
1249,-4670.0,-20715.0
1250,-4619.0,-16570.0
1251,-3177.0,-18142.0
1252,-5688.0,-17972.0
1253,-4729.0,-18746.0
1254,-2535.0,-16347.0
1255,-6302.0,-19750.0
1256,-4476.0,-11903.0
1257,-4088.0,-14278.0
1258,-4565.0,-11957.0
1259,-2540.0,-16748.0
1260,-4547.0,-13438.0
1261,-5159.0,-20087.0
1262,-3369.0,-17862.0
1263,-4527.0,-18755.0
1264,-4289.0,-17904.0
1265,-2300.0,-17519.0
1266,-6669.0,-12295.0
1267,-5643.0,-18507.0
1268,-4580.0,-15682.0
1269,-4703.0,-14302.0
1270,-3509.0,-15016.0
1271,-5004.0,-19935.0
1272,-6527.0,-19916.0
1273,-5722.0,-23453.0
1274,-5530.0,-16357.0
1275,-5317.0,-12350.0
1276,-4865.0,-17656.0
1277,-5215.0,-16872.0
1278,-2310.0,-15563.0
1279,-5636.0,-15589.0
1280,-4709.0,-11844.0
1281,-7373.0,-20029.0
1282,-3699.0,-16851.0
1283,-6021.0,-11737.0
1284,-4089.0,-14397.0
1285,-2280.0,-13990.0
1286,-2973.0,-15523.0
1287,-3099.0,-20190.0
1288,-3601.0,-11614.0
1289,-5245.0,-19871.0
1290,-6045.0,-19087.0
1291,-3039.0,-15555.0
1292,-4508.0,-13440.0
1293,-3733.0,-15135.0
1294,-5635.0,-18654.0
1295,-2998.0,-15405.0
1296,-5356.0,-14034.0
1297,-6121.0,-11925.0
1298,-4476.0,-12842.0
1299,-4931.0,-14516.0
1300,-6057.0,-11209.0
1301,-4797.0,-16339.0
1302,-6149.0,-18535.0
1303,-4811.0,-16626.0
1304,-4030.0,-12960.0
1305,-3709.0,-21325.0
1306,-6744.0,-15314.0
1307,-3322.0,-17654.0
1308,-2555.0,-16754.0
1309,-4471.0,-18855.0
1310,-5438.0,-18810.0
1311,-2257.0,-15579.0
1312,-4575.0,-17266.0
1313,-5556.0,-12251.0
1314,-3933.0,-16365.0
1315,-5380.0,-15487.0
1316,-1919.0,-17622.0
1317,-5796.0,-17790.0
1318,-3208.0,-15769.0
1319,-4739.0,-16994.0
1320,-1742.0,-21605.0
1321,-4034.0,-18878.0
1322,-4786.0,-11875.0
1323,-3983.0,-16641.0
1324,-5429.0,-18721.0
1325,-7255.0,-17947.0
1326,-565.0,-18465.0
1327,-4070.0,-18074.0
1328,-5193.0,-20516.0
1329,-4234.0,-11928.0
1330,-4091.0,-9436.0
1331,-5376.0,-15438.0
1332,-3723.0,-18151.0
1333,-6745.0,-15333.0
1334,-4502.0,-19259.0
1335,-5105.0,-19169.0
1336,-5630.0,-14754.0
1337,-5661.0,-11542.0
1338,-5431.0,-12290.0
1339,-4468.0,-16730.0
1340,-4439.0,-15090.0
1341,-5788.0,-16438.0
1342,-4834.0,-16383.0
1343,-4299.0,-14489.0
1344,-4178.0,-13438.0
1345,-4180.0,-17744.0
1346,-3803.0,-17606.0
1347,-4734.0,-15318.0
1348,-5531.0,-16539.0
1349,-6599.0,-20065.0
1350,-4312.0,-15995.0
1351,-4378.0,-15920.0
1352,-4697.0,-16826.0
1353,-2504.0,-16720.0
1354,-4953.0,-17399.0
1355,-4558.0,-15587.0
1356,-4481.0,-15546.0
1357,-1280.0,-13022.0
1358,-4383.0,-16506.0
1359,-2001.0,-15720.0
1360,-4912.0,-17739.0
1361,-1476.0,-11945.0
1362,-4469.0,-15822.0
1363,-3734.0,-13826.0
1364,-3343.0,-16588.0
1365,-3352.0,-18597.0
1366,-2288.0,-16725.0
1367,-6383.0,-14000.0
1368,-3487.0,-17945.0
1369,-3019.0,-13290.0
1370,-5178.0,-18012.0
1371,-5221.0,-14100.0
1372,-5207.0,-12134.0
1373,-2986.0,-11670.0
1374,-4840.0,-19023.0
1375,-5102.0,-17423.0
1376,-3217.0,-16285.0
1377,-3858.0,-17855.0
1378,-5271.0,-17599.0
1379,-7598.0,-21552.0
1380,-4314.0,-18955.0
1381,-4626.0,-18572.0
1382,-5767.0,-12059.0
1383,-4128.0,-17564.0
1384,-5673.0,-14646.0
1385,-5509.0,-21352.0
1386,-6858.0,-18855.0
1387,-4646.0,-18970.0
1388,-6129.0,-13330.0
1389,-4608.0,-22352.0
1390,-7464.0,-15748.0
1391,-4777.0,-20957.0
1392,-5388.0,-14881.0
1393,-5440.0,-14762.0
1394,-6331.0,-19111.0
1395,-5357.0,-13876.0
1396,-3508.0,-15302.0
1397,-5483.0,-14034.0
1398,-5913.0,-12205.0
1399,-4399.0,-21349.0
1400,-6310.0,-19325.0
1401,-5086.0,-14656.0
1402,-5276.0,-15357.0
1403,-3859.0,-18301.0
1404,-5430.0,-19161.0
1405,-3682.0,-16384.0
1406,-3972.0,-17952.0
1407,-4911.0,-17506.0
1408,-5480.0,-20078.0
1409,-5333.0,-17739.0
1410,-3859.0,-14489.0
1411,-5106.0,-16390.0
1412,-3984.0,-16264.0
1413,-5681.0,-19997.0
1414,-4230.0,-20151.0
1415,-3502.0,-17301.0
1416,-6114.0,-19657.0
1417,-5734.0,-19013.0
1418,-1779.0,-17854.0
1419,-4649.0,-15316.0
1420,-4752.0,-15224.0
1421,-4823.0,-19879.0
1422,-3249.0,-18755.0
1423,-6324.0,-19086.0
1424,-1674.0,-15585.0
1425,-5282.0,-16433.0
1426,-5852.0,-17436.0
1427,-5202.0,-18317.0
1428,-4936.0,-17374.0
1429,-4673.0,-10957.0
1430,-6638.0,-12885.0
1431,-7842.0,-17737.0
1432,-3126.0,-19793.0
1433,-3141.0,-18060.0
1434,-3863.0,-18953.0
1435,-5417.0,-19036.0
1436,-5402.0,-17105.0
1437,-6454.0,-19913.0
1438,-2627.0,-15712.0
1439,-6359.0,-18663.0
1440,-5598.0,-21484.0
1441,-4505.0,-16408.0
1442,-6032.0,-21022.0
1443,-4843.0,-18729.0
1444,-4008.0,-19376.0
1445,-3539.0,-14488.0
1446,-4121.0,-15428.0
1447,-4978.0,-13766.0
1448,-4936.0,-11931.0
1449,-3453.0,-16636.0
1450,-5533.0,-18671.0
1451,-2756.0,-10918.0
1452,-5089.0,-13828.0
1453,-5008.0,-14604.0
1454,-5132.0,-18031.0
1455,-3367.0,-18995.0
1456,-6856.0,-18509.0
1457,-5369.0,-16093.0
1458,-2857.0,-17168.0
1459,-4062.0,-19225.0
1460,-4435.0,-13340.0
1461,-3886.0,-21534.0
1462,-3812.0,-9500.0
1463,-3543.0,-21558.0
1464,-6732.0,-16089.0
1465,-1816.0,-12156.0
1466,-3981.0,-17759.0
1467,-4891.0,-15391.0
1468,-3877.0,-18036.0
1469,-3230.0,-15436.0
1470,-5730.0,-14904.0
1471,-6556.0,-15149.0
1472,-7073.0,-22511.0
1473,-4024.0,-17538.0
1474,-4043.0,-15479.0
1475,-5389.0,-20921.0
1476,-3781.0,-10941.0
1477,-3001.0,-18046.0
1478,-2523.0,-8468.0
1479,-4637.0,-16192.0
1480,-4411.0,-14279.0
1481,-4276.0,-17462.0
1482,-5663.0,-17803.0
1483,-4742.0,-17862.0
1484,-4568.0,-18580.0
1485,-5370.0,-18878.0
1486,-5855.0,-13694.0
1487,-4220.0,-20244.0
1488,-5844.0,-18103.0
1489,-3694.0,-10553.0
1490,-4949.0,-15628.0
1491,-2930.0,-17617.0
1492,-7013.0,-18326.0
1493,-4205.0,-20004.0
1494,-6236.0,-15058.0
1495,-4996.0,-20179.0
1496,-5449.0,-17761.0
1497,-5423.0,-15391.0
1498,-6276.0,-16447.0
1499,-4176.0,-16283.0
1500,-5390.0,-19053.0
1501,-4813.0,-15031.0
1502,-4221.0,-17359.0
1503,-5742.0,-14215.0
1504,-3814.0,-19224.0
1505,-4778.0,-19502.0
1506,-6724.0,-20294.0
1507,-4304.0,-18722.0
1508,-6425.0,-18953.0
1509,-3937.0,-13886.0
1510,-3801.0,-17588.0
1511,-4849.0,-14456.0
1512,-5222.0,-16323.0
1513,-4532.0,-15416.0
1514,-2838.0,-14089.0
1515,-4557.0,-11845.0
1516,-4181.0,-12448.0
1517,-3629.0,-17666.0
1518,-5551.0,-14977.0
1519,-4979.0,-14416.0
1520,-5774.0,-11824.0
1521,-6211.0,-19144.0
1522,-5265.0,-19378.0
1523,-6409.0,-15072.0
1524,-4982.0,-15636.0
1525,-5104.0,-19210.0
1526,-5193.0,-17854.0
1527,-4580.0,-13090.0
1528,-7804.0,-15540.0
1529,-2880.0,-17830.0
1530,-4938.0,-20199.0
1531,-5736.0,-13521.0
1532,-5095.0,-15266.0
1533,-6219.0,-19111.0
1534,-3473.0,-16496.0
1535,-4958.0,-18258.0
1536,-5821.0,-18814.0
1537,-4184.0,-12193.0
1538,-4369.0,-20078.0
1539,-2448.0,-15846.0
1540,-4381.0,-13173.0
1541,-4433.0,-13918.0
1542,-5517.0,-14612.0
1543,-4734.0,-19954.0
1544,-4089.0,-14536.0
1545,-5619.0,-19195.0
1546,-4559.0,-18621.0
1547,-5267.0,-18813.0
1548,-6537.0,-18360.0
1549,-4288.0,-15224.0
1550,-5855.0,-17020.0
1551,-5125.0,-19094.0
1552,-4663.0,-19876.0
1553,-5155.0,-11928.0
1554,-3622.0,-17078.0
1555,-5087.0,-17654.0
1556,-4735.0,-22061.0
1557,-4451.0,-15264.0
1558,-3158.0,-18180.0
1559,-7122.0,-15279.0
1560,-6468.0,-12951.0
1561,-1847.0,-16911.0
1562,-4876.0,-18019.0
1563,-5304.0,-19995.0
1564,-5099.0,-10426.0
1565,-3750.0,-16712.0
1566,-2051.0,-13290.0
1567,-3249.0,-20821.0
1568,-4193.0,-13984.0
1569,-5936.0,-14158.0
1570,-6228.0,-14083.0
1571,-3382.0,-17386.0
1572,-5604.0,-15374.0
1573,-5399.0,-17519.0
1574,-2015.0,-20408.0
1575,-4281.0,-12725.0
1576,-6241.0,-18829.0
1577,-5541.0,-15515.0
1578,-5495.0,-12891.0
1579,-3748.0,-12091.0
1580,-5295.0,-15844.0
1581,-7137.0,-16554.0
1582,-5583.0,-14376.0
1583,-5719.0,-16656.0
1584,-4884.0,-16855.0
1585,-4929.0,-19060.0
1586,-3888.0,-16633.0
1587,-3278.0,-16313.0
1588,-3911.0,-17376.0
1589,-6543.0,-16521.0
1590,-3511.0,-16639.0
1591,-5272.0,-18631.0
1592,-3223.0,-10916.0
1593,-4828.0,-14171.0
1594,-7586.0,-12544.0
1595,-3154.0,-14281.0
1596,-5517.0,-17300.0
1597,-3268.0,-18242.0
1598,-4219.0,-14604.0
1599,-3261.0,-18328.0
1600,-5304.0,-15463.0
1601,-4652.0,-17599.0
1602,-3938.0,-15496.0
1603,-3214.0,-15543.0
