iter,score_soxR,score_cpxR
7212,-15615.0,-6049.0
7213,-15175.0,-4667.0
7214,-11681.0,-7291.0
7215,-12053.0,-5656.0
7216,-13839.0,-5130.0
7217,-13119.0,-5528.0
7218,-12875.0,-2905.0
7219,-14059.0,-5700.0
7220,-15492.0,-5133.0
7221,-12732.0,-3449.0
7222,-10715.0,-6171.0
7223,-13131.0,-3442.0
7224,-11843.0,-2670.0
7225,-15372.0,-5303.0
7226,-12531.0,-4090.0
7227,-16234.0,-6432.0
7228,-13073.0,-5793.0
7229,-16208.0,-3654.0
7230,-12799.0,-3869.0
7231,-15960.0,-2088.0
7232,-15301.0,-4197.0
7233,-15199.0,-4294.0
7234,-15722.0,-4515.0
7235,-11684.0,-1990.0
7236,-10538.0,-6207.0
7237,-16661.0,-4739.0
7238,-15622.0,-2676.0
7239,-15384.0,-3927.0
7240,-11993.0,-5956.0
7241,-13469.0,-4230.0
7242,-15671.0,-5541.0
7243,-11940.0,-5657.0
7244,-14498.0,-5071.0
7245,-15063.0,-3701.0
7246,-18134.0,-4427.0
7247,-19835.0,-4748.0
7248,-14448.0,-4067.0
7249,-14599.0,-5770.0
7250,-15316.0,-4711.0
7251,-13522.0,-5624.0
7252,-16644.0,-2971.0
7253,-10873.0,-4579.0
7254,-15963.0,-4152.0
7255,-13551.0,-7971.0
7256,-15264.0,-6272.0
7257,-15351.0,-5271.0
7258,-17862.0,-5122.0
7259,-17946.0,-3638.0
7260,-15554.0,-5953.0
7261,-13198.0,-4591.0
7262,-12889.0,-4584.0
7263,-15363.0,-4128.0
7264,-15706.0,-4536.0
7265,-16651.0,-5011.0
7266,-11026.0,-5348.0
7267,-13212.0,-2766.0
7268,-14313.0,-1449.0
7269,-17133.0,-3581.0
7270,-16629.0,-4703.0
7271,-13468.0,-6585.0
7272,-15946.0,-5336.0
7273,-15293.0,-4963.0
7274,-17363.0,-6551.0
7275,-9957.0,-1982.0
7276,-13002.0,-3702.0
7277,-12725.0,-3588.0
7278,-15154.0,-4172.0
7279,-16626.0,-3279.0
7280,-14132.0,-3331.0
7281,-12779.0,-4117.0
7282,-16805.0,-4894.0
7283,-16458.0,-3699.0
7284,-17588.0,-2580.0
7285,-14587.0,-4594.0
7286,-16298.0,-2804.0
7287,-11823.0,-3734.0
7288,-15288.0,-4421.0
7289,-14595.0,-5666.0
7290,-16563.0,-6460.0
7291,-12892.0,-3783.0
7292,-10595.0,-3840.0
7293,-17720.0,-4317.0
7294,-15359.0,-7277.0
7295,-15374.0,-6279.0
7296,-13514.0,-5012.0
7297,-13014.0,-770.0
7298,-14051.0,-3875.0
7299,-15313.0,-3448.0
7300,-15391.0,-2729.0
7301,-14480.0,-3696.0
7302,-15515.0,-6043.0
7303,-14490.0,-3277.0
7304,-12930.0,-6171.0
7305,-11160.0,-6014.0
7306,-14094.0,-4576.0
7307,-14371.0,-4406.0
7308,-12836.0,-3463.0
7309,-15827.0,-5157.0
7310,-16213.0,-3689.0
7311,-13914.0,-2940.0
7312,-14967.0,-2144.0
7313,-15722.0,-3823.0
7314,-15545.0,-4487.0
7315,-13862.0,-4800.0
7316,-14795.0,-1490.0
7317,-17459.0,-4256.0
7318,-16556.0,-4461.0
7319,-12462.0,-3092.0
7320,-12029.0,-4215.0
7321,-13884.0,-5002.0
7322,-17538.0,-5734.0
7323,-15271.0,-4800.0
7324,-13207.0,-4826.0
7325,-13313.0,-2747.0
7326,-15525.0,-5888.0
7327,-14692.0,-5404.0
7328,-15959.0,-6717.0
7329,-17004.0,-1973.0
7330,-11911.0,-5670.0
7331,-10384.0,-3879.0
7332,-10222.0,-6511.0
7333,-13858.0,-5402.0
7334,-14992.0,-4587.0
7335,-12198.0,-2443.0
7336,-14483.0,-4480.0
7337,-16593.0,-5029.0
7338,-14060.0,-5233.0
7339,-18987.0,-5923.0
7340,-13306.0,-5668.0
7341,-14308.0,-6223.0
7342,-16386.0,-5515.0
7343,-15235.0,-5963.0
7344,-15075.0,-3761.0
7345,-15551.0,-3993.0
7346,-15831.0,-5002.0
7347,-14294.0,-4835.0
7348,-15666.0,-3112.0
7349,-12508.0,-4941.0
7350,-13826.0,-5200.0
7351,-16524.0,-5007.0
7352,-12742.0,-3112.0
7353,-13015.0,-4595.0
7354,-13587.0,-4412.0
7355,-16312.0,-4644.0
7356,-12215.0,-4237.0
7357,-14873.0,-1979.0
7358,-13237.0,-3544.0
7359,-13168.0,-4835.0
7360,-14298.0,-5673.0
7361,-13306.0,-534.0
7362,-12992.0,-4901.0
7363,-10511.0,-5011.0
7364,-17830.0,-4034.0
7365,-15582.0,-5993.0
7366,-16570.0,-2196.0
7367,-15648.0,-4595.0
7368,-13962.0,-2813.0
7369,-12163.0,-4495.0
7370,-15482.0,-5837.0
7371,-11516.0,-4235.0
7372,-16101.0,-4050.0
7373,-14247.0,-4955.0
7374,-14256.0,-2753.0
7375,-13148.0,-4787.0
7376,-10908.0,-2974.0
7377,-12159.0,-2670.0
7378,-14049.0,-4945.0
7379,-11364.0,-2200.0
7380,-17617.0,-6613.0
7381,-14495.0,-4908.0
7382,-15531.0,-5047.0
7383,-12295.0,-4488.0
7384,-16739.0,-3963.0
7385,-14609.0,-4714.0
7386,-16631.0,-4857.0
7387,-12870.0,-4124.0
7388,-17137.0,-5564.0
7389,-14511.0,-6650.0
7390,-14381.0,-6421.0
7391,-15141.0,-4682.0
7392,-15761.0,-4815.0
7393,-15077.0,-4200.0
7394,-16514.0,-2483.0
7395,-9874.0,-1419.0
7396,-16560.0,-5276.0
7397,-14381.0,-3518.0
7398,-14968.0,-5686.0
7399,-14198.0,-2952.0
7400,-16585.0,-1548.0
7401,-15871.0,-3740.0
7402,-14631.0,-4083.0
7403,-10268.0,-5028.0
7404,-17933.0,-5186.0
7405,-13557.0,-3898.0
7406,-13333.0,-7326.0
7407,-10650.0,-3105.0
7408,-10065.0,-3022.0
7409,-15301.0,-4371.0
7410,-10334.0,-449.0
7411,-16597.0,-5332.0
7412,-12744.0,-6251.0
7413,-17177.0,-5949.0
7414,-16433.0,-2424.0
7415,-16614.0,-4921.0
7416,-12416.0,-4814.0
7417,-13590.0,-4559.0
7418,-14264.0,-3037.0
7419,-18001.0,-3795.0
7420,-14166.0,-4315.0
7421,-16291.0,-5193.0
7422,-16582.0,-5917.0
7423,-12874.0,-4983.0
7424,-10752.0,-3714.0
7425,-16460.0,-5868.0
7426,-14265.0,306.0
7427,-17455.0,-3576.0
7428,-12017.0,-3132.0
7429,-13639.0,-3935.0
7430,-16674.0,-3638.0
7431,-14862.0,-5569.0
7432,-16100.0,-4085.0
7433,-10751.0,-5153.0
7434,-16567.0,-5048.0
7435,-12627.0,-4170.0
7436,-16139.0,-5642.0
7437,-15967.0,-2664.0
7438,-10693.0,-3516.0
7439,-9195.0,-3814.0
7440,-14623.0,-3247.0
7441,-14242.0,-4858.0
7442,-14992.0,-817.0
7443,-15332.0,-5913.0
7444,-15042.0,-3885.0
7445,-17021.0,-6227.0
7446,-17935.0,-541.0
7447,-12233.0,-3219.0
7448,-16190.0,-4328.0
7449,-14366.0,-6112.0
7450,-14208.0,-4650.0
7451,-15483.0,-4768.0
7452,-15630.0,-6557.0
7453,-13009.0,-3621.0
7454,-16656.0,-4593.0
7455,-14933.0,-6349.0
7456,-16295.0,-4788.0
7457,-14239.0,-4618.0
7458,-13842.0,-4761.0
7459,-12222.0,-4717.0
7460,-14225.0,-2540.0
7461,-15210.0,-1741.0
7462,-16802.0,-6088.0
7463,-15447.0,-3715.0
7464,-13988.0,-2607.0
7465,-17681.0,-2673.0
7466,-15331.0,-4824.0
7467,-12527.0,-4084.0
7468,-10874.0,-4427.0
7469,-13255.0,-4336.0
7470,-17737.0,-5101.0
7471,-15379.0,-3535.0
7472,-12309.0,-6308.0
7473,-16522.0,-4335.0
7474,-15565.0,-5617.0
7475,-18821.0,-1696.0
7476,-15267.0,-4348.0
7477,-11369.0,-2184.0
7478,-16813.0,-2025.0
7479,-15555.0,-4243.0
7480,-16953.0,-3074.0
7481,-16377.0,-6658.0
7482,-14492.0,-5288.0
7483,-16712.0,-3738.0
7484,-15408.0,-4167.0
7485,-16934.0,-5403.0
7486,-16755.0,-3973.0
7487,-10803.0,-3263.0
7488,-15623.0,-4749.0
7489,-17854.0,-5666.0
7490,-14482.0,-5619.0
7491,-12881.0,-5004.0
7492,-12327.0,-2779.0
7493,-9724.0,-2852.0
7494,-11746.0,-5430.0
7495,-13324.0,-3822.0
7496,-13154.0,-3858.0
7497,-13658.0,-4845.0
7498,-15531.0,-5659.0
7499,-17534.0,-5999.0
7500,-15472.0,-4704.0
7501,-15175.0,-3568.0
7502,-18512.0,-5951.0
7503,-12754.0,-5595.0
7504,-12752.0,-5249.0
7505,-15381.0,-4728.0
7506,-15661.0,-5255.0
7507,-14514.0,-3808.0
7508,-16762.0,-3673.0
7509,-13384.0,-3838.0
7510,-16781.0,-4768.0
7511,-17168.0,-2819.0
7512,-15281.0,-4076.0
7513,-15620.0,-5575.0
7514,-15115.0,-5210.0
7515,-15575.0,-6111.0
7516,-14441.0,-5379.0
7517,-13114.0,-4464.0
7518,-15565.0,-4873.0
7519,-14537.0,-3306.0
7520,-13904.0,-3796.0
7521,-14241.0,-3615.0
7522,-18757.0,-6059.0
7523,-9641.0,-1050.0
7524,-14745.0,-3541.0
7525,-12043.0,-3041.0
7526,-16322.0,-4860.0
7527,-15497.0,-4352.0
7528,-14475.0,-3888.0
7529,-17433.0,-6063.0
7530,-12156.0,-3280.0
7531,-12802.0,-3510.0
7532,-16433.0,-4081.0
7533,-15574.0,-4984.0
7534,-15271.0,-3869.0
7535,-15315.0,-3286.0
7536,-13235.0,-1221.0
7537,-10864.0,-1806.0
7538,-10795.0,-5338.0
7539,-10976.0,-4832.0
7540,-13289.0,-5968.0
7541,-11701.0,-3632.0
7542,-14354.0,-3386.0
7543,-18061.0,-4755.0
7544,-13621.0,-4131.0
7545,-13333.0,-3286.0
7546,-15384.0,-3540.0
7547,-13046.0,-3996.0
7548,-14083.0,-4808.0
7549,-16842.0,-1543.0
7550,-15223.0,-5530.0
7551,-16504.0,-5273.0
7552,-12969.0,-3695.0
7553,-12075.0,-4646.0
7554,-11419.0,-2329.0
7555,-16310.0,-5309.0
7556,-16249.0,-4715.0
7557,-15107.0,-4503.0
7558,-16744.0,-5256.0
7559,-17961.0,-5209.0
7560,-16370.0,-3092.0
7561,-16374.0,-4678.0
7562,-15521.0,-4788.0
7563,-15638.0,-3742.0
7564,-15298.0,-4690.0
7565,-13130.0,-2661.0
7566,-14306.0,-3620.0
7567,-10637.0,-3050.0
7568,-14795.0,-3762.0
7569,-15722.0,-4106.0
7570,-12900.0,-2125.0
7571,-13046.0,-2720.0
7572,-14066.0,-4034.0
7573,-16996.0,-5162.0
7574,-10505.0,-3581.0
7575,-16014.0,-4562.0
7576,-9933.0,-2145.0
7577,-11742.0,-2297.0
7578,-12828.0,-4404.0
7579,-15882.0,-4826.0
7580,-13664.0,-4771.0
7581,-12968.0,-5687.0
7582,-15340.0,-5010.0
7583,-16507.0,-1147.0
7584,-15267.0,-2646.0
7585,-16190.0,-4728.0
7586,-16764.0,-5464.0
7587,-13202.0,-5184.0
7588,-12958.0,-6409.0
7589,-16330.0,-5208.0
7590,-11833.0,-4637.0
7591,-16789.0,-5601.0
7592,-11916.0,-5130.0
7593,-15367.0,-4010.0
7594,-11600.0,-4790.0
7595,-13681.0,-3785.0
7596,-10293.0,-3836.0
7597,-15105.0,-4670.0
7598,-15316.0,-5945.0
7599,-13809.0,-3932.0
7600,-16664.0,-6086.0
7601,-15465.0,-3351.0
7602,-12384.0,-3385.0
7603,-14201.0,-2488.0
7604,-14531.0,-5130.0
7605,-14266.0,-6484.0
7606,-15764.0,-3747.0
7607,-16381.0,-3173.0
7608,-14151.0,-5287.0
7609,-12992.0,-5979.0
7610,-11793.0,-4704.0
7611,-13703.0,-5076.0
7612,-14289.0,-4823.0
7613,-16153.0,-5936.0
7614,-16274.0,-5038.0
7615,-11379.0,-5697.0
7616,-16377.0,-5207.0
7617,-14508.0,-1730.0
7618,-16582.0,-5434.0
7619,-15279.0,-4881.0
7620,-9985.0,-4167.0
7621,-15465.0,-4425.0
7622,-12680.0,-4399.0
7623,-11506.0,-3525.0
7624,-17455.0,-5420.0
7625,-13105.0,-3289.0
7626,-14771.0,-4015.0
7627,-15507.0,-4712.0
7628,-16482.0,-7586.0
7629,-15112.0,-3235.0
7630,-13071.0,-5178.0
7631,-11899.0,-4667.0
7632,-13148.0,-3528.0
7633,-16706.0,-4802.0
7634,-13745.0,-6038.0
7635,-13349.0,-3116.0
7636,-14271.0,-3832.0
7637,-10873.0,-3609.0
7638,-14499.0,-4638.0
7639,-16789.0,-5136.0
7640,-12644.0,-3724.0
7641,-15795.0,-4069.0
7642,-12124.0,-3544.0
7643,-14247.0,-2869.0
7644,-13085.0,-6480.0
7645,-12344.0,-4839.0
7646,-11561.0,-4003.0
7647,-13767.0,-3602.0
7648,-14266.0,-4494.0
7649,-14357.0,-3564.0
7650,-15637.0,-2471.0
7651,-17664.0,-5531.0
7652,-15467.0,-5637.0
7653,-15573.0,-4168.0
7654,-13472.0,-5256.0
7655,-13217.0,-3638.0
7656,-13330.0,-3873.0
7657,-15583.0,-1928.0
7658,-13398.0,-3072.0
7659,-15396.0,-5147.0
7660,-10908.0,-2924.0
7661,-15967.0,-2810.0
7662,-13401.0,-5814.0
7663,-11036.0,-3888.0
7664,-19366.0,-5738.0
7665,-13142.0,-3069.0
7666,-14176.0,-4653.0
7667,-14256.0,-4450.0
7668,-10097.0,-5594.0
7669,-9143.0,-3297.0
7670,-13688.0,-3205.0
7671,-13769.0,-3676.0
7672,-15545.0,-4679.0
7673,-15257.0,-3827.0
7674,-14746.0,-2429.0
7675,-17637.0,-5926.0
7676,-13216.0,-5309.0
7677,-15423.0,-5105.0
7678,-17571.0,-5932.0
7679,-17849.0,-5155.0
7680,-12141.0,-4404.0
7681,-12033.0,-3455.0
7682,-13966.0,-4673.0
7683,-15163.0,-4972.0
7684,-14296.0,-4573.0
7685,-19893.0,-5149.0
7686,-17766.0,-6223.0
7687,-16382.0,-5494.0
7688,-14382.0,-2856.0
7689,-15874.0,-4029.0
7690,-12053.0,-5098.0
7691,-16114.0,-4095.0
7692,-15315.0,-4713.0
7693,-14722.0,-4074.0
7694,-13845.0,-5639.0
7695,-12199.0,-3911.0
7696,-14185.0,-5619.0
7697,-13889.0,-5778.0
7698,-12943.0,-5571.0
7699,-15703.0,-2116.0
7700,-12573.0,-1476.0
7701,-16424.0,-4843.0
7702,-12076.0,-4193.0
7703,-14941.0,-3778.0
7704,-14259.0,-4460.0
7705,-16458.0,-5953.0
7706,-16714.0,-5562.0
7707,-14060.0,-5807.0
7708,-15570.0,-2567.0
7709,-17688.0,-2555.0
7710,-16354.0,-2320.0
7711,-13281.0,-4609.0
7712,-14147.0,-3597.0
7713,-15126.0,-3710.0
7714,-16126.0,-3051.0
7715,-15219.0,-3750.0
7716,-15107.0,-3080.0
7717,-10923.0,-1930.0
7718,-9369.0,-5251.0
7719,-12798.0,-4499.0
7720,-17514.0,-5305.0
7721,-14968.0,-4845.0
7722,-16288.0,-3136.0
7723,-14281.0,-1421.0
7724,-15761.0,-4472.0
7725,-13899.0,-4142.0
7726,-15344.0,-4615.0
7727,-17798.0,-4324.0
7728,-15879.0,-3463.0
7729,-19060.0,-5703.0
7730,-14573.0,-4097.0
7731,-9620.0,-5249.0
7732,-12117.0,-4551.0
7733,-14171.0,-4927.0
7734,-16546.0,-4463.0
7735,-14577.0,-4621.0
7736,-15365.0,-4181.0
7737,-18732.0,-5522.0
7738,-15208.0,-4112.0
7739,-17487.0,-3660.0
7740,-15304.0,-3742.0
7741,-14470.0,-4753.0
7742,-11383.0,-5703.0
7743,-12347.0,-3932.0
7744,-10894.0,-3907.0
7745,-12594.0,-4225.0
7746,-15142.0,-5069.0
7747,-13222.0,-5550.0
7748,-14283.0,-5923.0
7749,-14007.0,-4340.0
7750,-14458.0,-4912.0
7751,-14614.0,-2887.0
7752,-12733.0,-5658.0
7753,-14555.0,-2978.0
7754,-14222.0,-4534.0
7755,-14806.0,-3322.0
7756,-12950.0,-4283.0
7757,-16414.0,-5709.0
7758,-13340.0,-4561.0
7759,-14563.0,-2931.0
7760,-14477.0,-6241.0
7761,-15525.0,-4826.0
7762,-15489.0,-2778.0
7763,-17369.0,-3653.0
7764,-13462.0,-3093.0
7765,-12965.0,-5205.0
7766,-9762.0,-3141.0
7767,-16884.0,-757.0
7768,-13421.0,-4219.0
7769,-14051.0,-4864.0
7770,-13699.0,-3887.0
7771,-14440.0,-4167.0
7772,-13558.0,-4500.0
7773,-10858.0,-5904.0
7774,-13300.0,-2949.0
7775,-12778.0,-3511.0
7776,-11989.0,-4191.0
7777,-14265.0,-3713.0
7778,-13406.0,-4524.0
7779,-16774.0,-4277.0
7780,-16490.0,-5318.0
7781,-13109.0,-5025.0
7782,-15073.0,-4497.0
7783,-15357.0,-3586.0
7784,-14226.0,-6163.0
7785,-15282.0,-3600.0
7786,-14482.0,-3568.0
7787,-11001.0,-5496.0
7788,-13649.0,-3842.0
7789,-11824.0,-3168.0
7790,-13207.0,-5793.0
7791,-13816.0,-4468.0
7792,-13869.0,-4412.0
7793,-11769.0,-4410.0
7794,-15978.0,-5379.0
7795,-15451.0,-4369.0
7796,-14004.0,-2988.0
7797,-16788.0,-5726.0
7798,-10670.0,-3888.0
7799,-14237.0,-4661.0
7800,-10781.0,-4894.0
7801,-15389.0,-3739.0
7802,-16087.0,-4831.0
7803,-15498.0,-1752.0
7804,-11598.0,-5780.0
7805,-15910.0,-2197.0
7806,-16004.0,-3998.0
7807,-16616.0,-4213.0
7808,-15389.0,-4682.0
7809,-14951.0,-4155.0
7810,-16164.0,-3136.0
7811,-15472.0,-4155.0
7812,-17530.0,-6124.0
7813,-13829.0,-3587.0
7814,-15299.0,-3387.0
7815,-14112.0,-4460.0
7816,-10991.0,-1564.0
7817,-13813.0,-4109.0
7818,-17414.0,-1702.0
7819,-17656.0,-5322.0
7820,-15382.0,-4422.0
7821,-10554.0,-5379.0
7822,-15964.0,-4510.0
7823,-16205.0,-3290.0
7824,-17500.0,-5824.0
7825,-11441.0,-4100.0
7826,-13688.0,-2500.0
7827,-16827.0,-4621.0
7828,-15646.0,-5434.0
7829,-16807.0,-5195.0
7830,-17056.0,-5148.0
7831,-17118.0,-3337.0
7832,-12008.0,-2992.0
7833,-11068.0,-2665.0
7834,-13266.0,-5025.0
7835,-14614.0,-4181.0
7836,-14909.0,-5264.0
7837,-17651.0,-7662.0
7838,-18845.0,-4250.0
7839,-15193.0,-4535.0
7840,-15623.0,-3164.0
7841,-15830.0,-3577.0
7842,-12750.0,-4105.0
7843,-16507.0,-2906.0
7844,-11574.0,-2694.0
7845,-17331.0,-5910.0
7846,-13242.0,-4975.0
7847,-12515.0,-5063.0
7848,-15797.0,-5796.0
7849,-11617.0,-5615.0
7850,-16377.0,-4576.0
7851,-16349.0,-4958.0
7852,-15746.0,-4621.0
7853,-17457.0,-4542.0
7854,-14490.0,-3991.0
7855,-16872.0,-4599.0
7856,-16222.0,-5087.0
7857,-11471.0,-4263.0
7858,-11867.0,-3875.0
7859,-10666.0,-4198.0
7860,-16521.0,-5823.0
7861,-14268.0,-5621.0
7862,-13146.0,-2756.0
7863,-13318.0,-1772.0
7864,-15928.0,-5715.0
7865,-12276.0,-4345.0
7866,-15345.0,-5920.0
7867,-16291.0,-5611.0
7868,-13889.0,-4666.0
7869,-16955.0,-6422.0
7870,-10528.0,-3741.0
7871,-14271.0,-2353.0
7872,-15119.0,-2444.0
7873,-15370.0,-4595.0
7874,-15330.0,-5815.0
7875,-11199.0,-1574.0
7876,-14050.0,-5182.0
7877,-14985.0,-4513.0
7878,-17389.0,-2871.0
7879,-17698.0,-5798.0
7880,-14578.0,-3680.0
7881,-13413.0,-1719.0
7882,-14756.0,-5755.0
7883,-17753.0,-5814.0
7884,-16639.0,-6278.0
7885,-11673.0,-3449.0
7886,-13197.0,-5341.0
7887,-12803.0,-2597.0
7888,-17077.0,-4271.0
7889,-15479.0,-4972.0
7890,-11992.0,-5938.0
7891,-17517.0,-3301.0
7892,-16257.0,-5810.0
7893,-11960.0,-2389.0
7894,-11717.0,-3031.0
7895,-13766.0,-4795.0
7896,-17929.0,-2747.0
7897,-16367.0,-3878.0
7898,-17698.0,-3719.0
7899,-14290.0,-4069.0
7900,-15431.0,-2154.0
7901,-13940.0,-3697.0
7902,-13469.0,-6461.0
7903,-17462.0,-5943.0
7904,-15580.0,-3332.0
7905,-14887.0,-3525.0
7906,-12634.0,-4502.0
7907,-14695.0,-2453.0
7908,-15282.0,-6991.0
7909,-12799.0,-5760.0
7910,-13182.0,-3692.0
7911,-18953.0,-6265.0
7912,-14166.0,-5855.0
7913,-13407.0,-4468.0
7914,-14178.0,-6311.0
7915,-17547.0,-3685.0
7916,-13650.0,-4048.0
7917,-14089.0,-3014.0
7918,-13629.0,-4455.0
7919,-10358.0,-3798.0
7920,-8093.0,-4970.0
7921,-15501.0,-4087.0
7922,-14455.0,-4321.0
7923,-14764.0,-4713.0
7924,-11034.0,-3436.0
7925,-12950.0,-3108.0
7926,-15242.0,-5864.0
7927,-13523.0,-5098.0
7928,-14537.0,-4920.0
7929,-11848.0,-4817.0
7930,-13581.0,-3665.0
7931,-13376.0,-3454.0
7932,-15783.0,-6065.0
7933,-14347.0,-5610.0
7934,-14212.0,-5899.0
7935,-14390.0,-3859.0
7936,-16996.0,-6327.0
7937,-15141.0,-4381.0
7938,-14621.0,-4354.0
7939,-17445.0,-2281.0
7940,-16490.0,-4819.0
7941,-15234.0,-3477.0
7942,-14992.0,-1975.0
7943,-14137.0,-3524.0
7944,-16245.0,-4392.0
7945,-17518.0,-4425.0
7946,-14453.0,-4422.0
7947,-14181.0,-4875.0
7948,-14247.0,-3244.0
7949,-15822.0,-3768.0
7950,-14696.0,-4437.0
7951,-16509.0,-5425.0
7952,-15737.0,-4015.0
7953,-10507.0,-3846.0
7954,-12305.0,-4061.0
7955,-12859.0,-3388.0
7956,-15590.0,-4797.0
7957,-12992.0,-4868.0
7958,-15190.0,-5569.0
7959,-16539.0,-4766.0
7960,-13630.0,-4520.0
7961,-16187.0,-4607.0
7962,-14802.0,-3025.0
7963,-16213.0,-5077.0
7964,-17019.0,-3804.0
7965,-17688.0,-5644.0
7966,-15350.0,-4851.0
7967,-14215.0,-5445.0
7968,-14587.0,-4150.0
7969,-15186.0,-2893.0
7970,-11747.0,-2514.0
7971,-17963.0,-3454.0
7972,-15977.0,-5014.0
7973,-10884.0,-2397.0
7974,-14213.0,-4075.0
7975,-14109.0,-3490.0
7976,-16149.0,-5754.0
7977,-14410.0,-6926.0
7978,-12665.0,-3433.0
7979,-13966.0,-3930.0
7980,-12159.0,-4515.0
7981,-18830.0,-3997.0
7982,-14190.0,-3056.0
7983,-18211.0,-3084.0
7984,-14429.0,-4243.0
7985,-14207.0,-3570.0
7986,-17669.0,-4297.0
7987,-15188.0,-4925.0
7988,-13636.0,-5244.0
7989,-14853.0,-4590.0
7990,-14835.0,-2969.0
7991,-17985.0,-2423.0
7992,-12171.0,-945.0
7993,-17837.0,-5441.0
7994,-11619.0,-4000.0
7995,-15299.0,-4403.0
7996,-13276.0,-4344.0
7997,-13791.0,-3082.0
7998,-15670.0,-5763.0
7999,-12666.0,-4549.0
8000,-13894.0,-4759.0
8001,-13513.0,-5101.0
8002,-12257.0,-3595.0
8003,-14609.0,-4403.0
8004,-17654.0,-5175.0
8005,-15159.0,-4424.0
8006,-17798.0,-4086.0
8007,-12828.0,-4923.0
8008,-13256.0,-4508.0
8009,-10578.0,-4558.0
8010,-12275.0,-4175.0
8011,-16499.0,-4934.0
8012,-14492.0,-6298.0
8013,-11906.0,-3538.0
8014,-15199.0,-4562.0
8015,-13184.0,-3824.0
8016,-15105.0,-4349.0
8017,-10340.0,-3169.0
8018,-16588.0,-4131.0
8019,-12791.0,-3099.0
8020,-15307.0,-4836.0
8021,-13057.0,-2873.0
8022,-13449.0,-2886.0
8023,-12214.0,-3031.0
8024,-12052.0,-3419.0
8025,-11398.0,-4927.0
8026,-14266.0,-3741.0
8027,-11367.0,-3896.0
8028,-12561.0,-5272.0
8029,-12224.0,-3050.0
8030,-15278.0,-4814.0
8031,-16624.0,-4092.0
8032,-16761.0,-4043.0
8033,-10849.0,-5995.0
8034,-14405.0,-3766.0
8035,-12475.0,-3529.0
8036,-15433.0,-4985.0
8037,-14455.0,-2774.0
8038,-15124.0,-2638.0
8039,-14249.0,-4634.0
8040,-17218.0,-4956.0
8041,-15217.0,-4140.0
8042,-16521.0,-4572.0
8043,-13397.0,-6443.0
8044,-13816.0,-4961.0
8045,-15920.0,-3413.0
8046,-13109.0,-5814.0
8047,-10787.0,-5176.0
8048,-15871.0,-4287.0
8049,-13050.0,-3643.0
8050,-17635.0,-4340.0
8051,-15399.0,-6395.0
8052,-13939.0,-5419.0
8053,-17987.0,-4802.0
8054,-13038.0,-3857.0
8055,-15690.0,-5906.0
8056,-13232.0,-5143.0
8057,-13848.0,-3081.0
8058,-15730.0,-4369.0
8059,-16382.0,-4434.0
8060,-15624.0,-4518.0
8061,-17184.0,-5166.0
8062,-16044.0,-4057.0
8063,-14224.0,-6335.0
8064,-15582.0,-3114.0
8065,-17340.0,-180.0
8066,-14148.0,-3372.0
8067,-14215.0,-4881.0
8068,-12910.0,-5561.0
8069,-12969.0,-4520.0
8070,-7171.0,-5177.0
8071,-14695.0,-3611.0
8072,-14040.0,-2141.0
8073,-14587.0,-4141.0
8074,-14900.0,-3978.0
8075,-15085.0,-3660.0
8076,-14307.0,-5430.0
8077,-15710.0,-3093.0
8078,-15075.0,-4869.0
8079,-12044.0,-5699.0
8080,-11955.0,-5549.0
8081,-17349.0,-3107.0
8082,-16808.0,-6638.0
8083,-12642.0,-4352.0
8084,-13901.0,-3250.0
8085,-16230.0,-5915.0
8086,-13024.0,-3766.0
8087,-9159.0,-3078.0
8088,-14205.0,-3128.0
8089,-13207.0,-4490.0
8090,-15200.0,-4934.0
8091,-14942.0,-4388.0
8092,-14264.0,-4857.0
8093,-12960.0,-4757.0
8094,-17211.0,-2375.0
8095,-14940.0,-3418.0
8096,-16712.0,-4667.0
8097,-15920.0,-2512.0
8098,-15315.0,-5787.0
8099,-14829.0,-4763.0
8100,-12680.0,-6065.0
8101,-12774.0,-4512.0
8102,-12693.0,-829.0
8103,-15071.0,-3387.0
8104,-10811.0,-5201.0
8105,-14455.0,-4723.0
8106,-10967.0,-4374.0
8107,-15333.0,-1164.0
8108,-16921.0,-5927.0
8109,-11882.0,-1045.0
8110,-13967.0,-4618.0
8111,-14362.0,-2736.0
8112,-17113.0,-5599.0
8113,-14623.0,-7068.0
8114,-10931.0,-4773.0
8115,-15428.0,-4369.0
8116,-13606.0,-2974.0
8117,-15169.0,-6105.0
8118,-15232.0,-4612.0
8119,-14621.0,-2676.0
8120,-15367.0,-5764.0
8121,-14804.0,-5088.0
8122,-15086.0,-4211.0
8123,-14394.0,-4417.0
8124,-17380.0,-4140.0
8125,-12431.0,-5288.0
8126,-17216.0,-5640.0
8127,-14332.0,-3311.0
8128,-15604.0,-5087.0
8129,-18204.0,-7461.0
8130,-17564.0,-6539.0
8131,-11984.0,-4170.0
8132,-16070.0,-6721.0
8133,-14514.0,-3832.0
8134,-17397.0,-3910.0
8135,-16656.0,-4559.0
8136,-15648.0,-3829.0
8137,-16492.0,-4995.0
8138,-14462.0,-4200.0
8139,-14293.0,-4003.0
8140,-16688.0,-3333.0
8141,-14309.0,-4923.0
8142,-14400.0,-3809.0
8143,-14450.0,-3664.0
8144,-16987.0,-5457.0
